"Frase","Encuestado","Nivel_énfasis","Respuesta_Posición","Respuesta_Posición_Acierto","Respuesta_naturalidad","Posicion_enunciado","Número_sílabas"
"F13","96656784","3C","madre","0","5","3","1"
"F13","96657675","3C","sol","1","4","3","1"
"F13","96660080","3C","Ninguna de las anteriores","0","4","3","1"
"F13","96690215","3C","madre","0","4","3","1"
"F13","96714607","3C","sol","1","2","3","1"
"F13","96734578","3C","sol","1","4","3","1"
"F13","96738448","3C","madre","0","4","3","1"
"F13","96739237","3C","Ninguna de las anteriores","0","5","3","1"
"F13","96767581","3C","Ninguna de las anteriores","0","4","3","1"
"F13","96772982","3C","madre","0","5","3","1"
"F13","96844645","3C","Ninguna de las anteriores","0","4","3","1"
"F13","96854052","3C","madre","0","4","3","1"
"F13","96855312","3C","Ninguna de las anteriores","0","5","3","1"
"F13","96870111","3C","madre","0","3","3","1"
"F13","96877986","3C","Ninguna de las anteriores","0","5","3","1"
"F13","96945124","3C","madre","0","3","3","1"
"F13","96950656","3C","madre","0","3","3","1"
"F13","96987671","3C","Ninguna de las anteriores","0","3","3","1"
"F13","97016368","3C","madre","0","3","3","1"
"F13","97085639","3C","Ninguna de las anteriores","0","4","3","1"
"F13","97295827","3C","sol","1","4","3","1"
"F13","97313901","3C","Ninguna de las anteriores","0","4","3","1"
"F13","97409849","3C","sol","1","2","3","1"
"F13","97446121","3C","Ninguna de las anteriores","0","4","3","1"
"F13","97591839","3C","Ninguna de las anteriores","0","4","3","1"
"F13","97687890","3C","sol","1","4","3","1"
"F13","97688849","3C","madre","0","4","3","1"
"F13","97725741","3C","Ninguna de las anteriores","0","4","3","1"
"F13","97741500","3C","sol","1","4","3","1"
"F13","97762542","3C","madre","0","4","3","1"
"F13","97836262","3C","sol","1","4","3","1"
"F13","97847023","3C","Ninguna de las anteriores","0","5","3","1"
"F13","97913702","3C","Ninguna de las anteriores","0","5","3","1"
"F13","98928867","3C","sol","1","3","3","1"
"F13","98929451","3C","Ninguna de las anteriores","0","4","3","1"
"F14","96372450","3C","miel","1","4","3","1"
"F14","96419652","3C","Ninguna de las anteriores","0","5","3","1"
"F14","96520359","3C","miel","1","4","3","1"
"F14","96527672","3C","miel","1","3","3","1"
"F14","96540700","3C","pastas","0","4","3","1"
"F14","96603178","3C","pastas","0","3","3","1"
"F14","96606089","3C","Ninguna de las anteriores","0","4","3","1"
"F14","96615914","3C","Ninguna de las anteriores","0","4","3","1"
"F14","96620145","3C","pastas","0","3","3","1"
"F14","96621195","3C","pastas","0","4","3","1"
"F14","96632274","3C","miel","1","3","3","1"
"F14","96634147","3C","miel","1","3","3","1"
"F14","96636044","3C","miel","1","3","3","1"
"F14","96656784","3C","pastas","0","5","3","1"
"F14","96657675","3C","miel","1","4","3","1"
"F14","96660080","3C","Ninguna de las anteriores","0","4","3","1"
"F14","96690215","3C","miel","1","2","3","1"
"F14","96714607","3C","miel","1","1","3","1"
"F14","96734578","3C","pastas","0","3","3","1"
"F14","96738448","3C","miel","1","4","3","1"
"F14","96739237","3C","miel","1","4","3","1"
"F14","96767581","3C","Ninguna de las anteriores","0","2","3","1"
"F14","96772982","3C","pastas","0","5","3","1"
"F14","96844645","3C","Ninguna de las anteriores","0","3","3","1"
"F14","96854052","3C","pastas","0","3","3","1"
"F14","96855312","3C","miel","1","4","3","1"
"F14","96870111","3C","miel","1","3","3","1"
"F14","96877986","3C","miel","1","4","3","1"
"F14","96945124","3C","pastas","0","2","3","1"
"F14","96950656","3C","miel","1","2","3","1"
"F14","96987671","3C","miel","1","3","3","1"
"F14","97016368","3C","miel","1","2","3","1"
"F14","97085639","3C","Ninguna de las anteriores","0","4","3","1"
"F14","97295827","3C","miel","1","3","3","1"
"F14","97313901","3C","Ninguna de las anteriores","0","4","3","1"
"F14","97409849","3C","pastas","0","2","3","1"
"F14","97446121","3C","miel","1","3","3","1"
"F14","97591839","3C","miel","1","3","3","1"
"F14","97687890","3C","miel","1","4","3","1"
"F14","97688849","3C","pastas","0","4","3","1"
"F14","97725741","3C","miel","1","3","3","1"
"F14","97741500","3C","miel","1","2","3","1"
"F14","97762542","3C","pastas","0","4","3","1"
"F14","97836262","3C","miel","1","4","3","1"
"F14","97847023","3C","miel","1","4","3","1"
"F14","97913702","3C","Ninguna de las anteriores","0","5","3","1"
"F14","98928867","3C","miel","1","3","3","1"
"F13","96419652","4C","Ninguna de las anteriores","0","5","3","1"
"F13","96520359","4C","madre","0","4","3","1"
"F13","96527672","4C","Ninguna de las anteriores","0","5","3","1"
"F13","96540700","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96603178","4C","Ninguna de las anteriores","0","3","3","1"
"F13","96606089","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96615914","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96620145","4C","sol","1","2","3","1"
"F13","96621195","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96632274","4C","sol","1","3","3","1"
"F13","96634147","4C","sol","1","3","3","1"
"F13","96636044","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96656784","4C","sol","1","4","3","1"
"F13","96657675","4C","madre","0","4","3","1"
"F13","96660080","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96690215","4C","Ninguna de las anteriores","0","3","3","1"
"F13","96714607","4C","sol","1","1","3","1"
"F13","96734578","4C","sol","1","5","3","1"
"F13","96738448","4C","madre","0","5","3","1"
"F13","96739237","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96767581","4C","sol","1","2","3","1"
"F13","96772982","4C","Ninguna de las anteriores","0","5","3","1"
"F13","96844645","4C","Ninguna de las anteriores","0","2","3","1"
"F13","96854052","4C","madre","0","3","3","1"
"F13","96855312","4C","Ninguna de las anteriores","0","5","3","1"
"F13","96870111","4C","sol","1","4","3","1"
"F13","96877986","4C","Ninguna de las anteriores","0","5","3","1"
"F13","96945124","4C","madre","0","4","3","1"
"F13","96950656","4C","Ninguna de las anteriores","0","4","3","1"
"F13","96987671","4C","sol","1","2","3","1"
"F13","97016368","4C","madre","0","3","3","1"
"F13","97085639","4C","Ninguna de las anteriores","0","4","3","1"
"F13","97295827","4C","sol","1","3","3","1"
"F13","97313901","4C","Ninguna de las anteriores","0","2","3","1"
"F13","97409849","4C","sol","1","3","3","1"
"F13","97446121","4C","sol","1","4","3","1"
"F13","97591839","4C","Ninguna de las anteriores","0","3","3","1"
"F13","97687890","4C","sol","1","4","3","1"
"F13","97688849","4C","madre","0","3","3","1"
"F13","97725741","4C","sol","1","4","3","1"
"F13","97741500","4C","sol","1","4","3","1"
"F13","97762542","4C","Ninguna de las anteriores","0","2","3","1"
"F13","97836262","4C","sol","1","4","3","1"
"F13","97847023","4C","Ninguna de las anteriores","0","4","3","1"
"F13","97913702","4C","sol","1","4","3","1"
"F13","98928867","4C","Ninguna de las anteriores","0","4","3","1"
"F13","98929451","4C","sol","1","3","3","1"
"F14","96372450","4C","miel","1","4","3","1"
"F14","96419652","4C","miel","1","4","3","1"
"F14","96520359","4C","miel","1","3","3","1"
"F14","96527672","4C","miel","1","3","3","1"
"F14","96540700","4C","miel","1","4","3","1"
"F14","96603178","4C","pastas","0","3","3","1"
"F14","96606089","4C","miel","1","4","3","1"
"F14","96615914","4C","Ninguna de las anteriores","0","3","3","1"
"F14","96620145","4C","pastas","0","3","3","1"
"F14","96621195","4C","miel","1","4","3","1"
"F14","96632274","4C","miel","1","2","3","1"
"F14","96634147","4C","miel","1","3","3","1"
"F14","96636044","4C","miel","1","3","3","1"
"F14","96656784","4C","pastas","0","4","3","1"
"F14","96657675","4C","miel","1","4","3","1"
"F14","96660080","4C","Ninguna de las anteriores","0","4","3","1"
"F14","96690215","4C","miel","1","3","3","1"
"F14","96714607","4C","pastas","0","2","3","1"
"F14","96734578","4C","miel","1","2","3","1"
"F14","96738448","4C","miel","1","4","3","1"
"F14","96739237","4C","miel","1","4","3","1"
"F14","96767581","4C","miel","1","1","3","1"
"F14","96772982","4C","miel","1","2","3","1"
"F14","96844645","4C","miel","1","2","3","1"
"F14","96854052","4C","pastas","0","2","3","1"
"F14","96855312","4C","miel","1","3","3","1"
"F14","96870111","4C","miel","1","3","3","1"
"F14","96877986","4C","miel","1","5","3","1"
"F14","96945124","4C","pastas","0","3","3","1"
"F14","96950656","4C","miel","1","2","3","1"
"F14","96987671","4C","miel","1","3","3","1"
"F14","97016368","4C","miel","1","2","3","1"
"F14","97085639","4C","miel","1","5","3","1"
"F14","97295827","4C","miel","1","2","3","1"
"F14","97313901","4C","miel","1","2","3","1"
"F14","97409849","4C","pastas","0","4","3","1"
"F14","97446121","4C","miel","1","2","3","1"
"F14","97591839","4C","Ninguna de las anteriores","0","2","3","1"
"F14","97687890","4C","miel","1","4","3","1"
"F14","97688849","4C","pastas","0","4","3","1"
"F14","97725741","4C","Ninguna de las anteriores","0","4","3","1"
"F14","97741500","4C","miel","1","2","3","1"
"F14","97762542","4C","pastas","0","3","3","1"
"F14","97836262","4C","miel","1","3","3","1"
"F14","97847023","4C","miel","1","3","3","1"
"F14","97913702","4C","miel","1","4","3","1"
"F14","98928867","4C","miel","1","3","3","1"
"F14","98929451","4C","miel","1","3","3","1"
